date, pm25, pm10
2016/1/22, 121, 50
2016/1/23, 87, 49
2016/1/24, 89, 43
2016/1/25, 88, 56
2016/1/26, 115, 74
2016/1/27, 137, 65
2016/1/28, 126, 62
2016/1/29, 128, 63
2016/1/30, 108, 
2016/1/31, 80, 43
2016/2/1, 95, 50
2016/2/2, 95, 49
2016/2/3, 97, 55
2016/2/4, 109, 52
2016/2/5, 103, 66
2016/2/6, 130, 51
2016/2/7, 109, 40
2016/2/8, 88, 34
2016/2/9, 56, 45
2016/2/10, 77, 48
2016/2/11, 78, 49
2016/2/12, 99, 70
2016/2/13, 143, 63
2016/2/14, 113, 58
2016/2/15, 119, 
2016/2/16, 101, 
2016/2/17, 93, 59
2016/2/18, 128, 
2016/2/19, 136, 
2016/2/20, 147, 
2016/2/21, 115, 
2016/2/22, 117, 
2016/2/23, 131, 63
2016/2/24, 121, 36
2016/2/25, 77, 29
2016/2/26, 70, 
2016/2/27, 81, 
2016/2/28, 110, 
2016/2/29, 88, 
2016/3/1, 80, 
2016/3/2, 92, 
2016/3/3, 99, 
2016/3/4, 92, 
2016/3/5, 98, 
2016/3/6, 123, 
2016/3/7, 103, 
2016/3/8, 110, 
2016/3/9, 120, 
2016/3/10, 125, 
2016/3/11, 111, 
2016/3/12, 131, 
2016/3/13, 111, 
2016/3/14, 123, 
2016/3/15, 141, 
2016/3/16, 119, 
2016/3/17, 123, 
2016/3/18, 107, 
2016/3/19, 130, 
2016/3/20, 101, 
2016/3/21, 134, 
2016/3/22, 109, 
2016/3/23, 73, 
2016/3/24, 108, 
2016/3/25, 146, 
2016/3/26, 100, 
2016/3/27, 117, 
2016/3/28, 102, 
2016/3/29, 127, 
2016/3/30, 125, 
2016/3/31, 139, 
2015/12/25, 69, 
2015/12/26, 90, 
2015/12/27, 102, 
2015/12/28, 104, 58
2015/12/29, 107, 
2015/12/30, 71, 43
2016/1/3, 80, 
2022/7/14, , 44
2022/6/1, , 38
2021/9/5, , 54
2021/9/6, , 41
2021/6/2, , 58
2021/6/3, , 60
2021/6/4, , 51
2021/6/5, , 47
2021/6/6, , 51
2021/6/7, , 53
2021/6/8, , 67
2021/6/9, , 61
2020/10/1, , 57
2020/10/2, , 53
2020/10/3, , 57
2020/10/4, , 57
2020/10/5, , 39
2020/10/6, , 45
2020/10/7, , 51
2020/10/8, , 53
2020/10/9, , 45
2020/10/10, , 53
2020/10/11, , 51
2020/10/12, , 64
2020/10/13, , 61
2020/10/14, , 63
2020/10/15, , 62
2020/10/16, , 55
2020/10/17, , 47
2020/10/18, , 50
2020/10/19, , 54
2020/10/20, , 52
2020/10/21, , 55
2020/10/22, , 35
2020/10/23, , 27
2020/10/24, , 44
2020/10/25, , 41
2020/6/30, , 72
2020/9/24, , 62
2020/9/25, , 74
2020/9/26, , 56
2020/9/27, , 52
2020/9/28, , 54
2020/9/29, , 53
2020/9/30, , 57
2019/12/31, , 14
2018/10/19, , 54
2018/10/22, , 32
2018/10/23, , 59
2018/10/24, , 59
2018/10/25, , 52
2018/10/26, , 51
2018/10/27, , 31
2018/10/28, , 30
2018/10/29, , 42
2018/10/30, , 50
2018/10/31, , 82
2018/11/1, , 49
2018/11/3, , 45
2018/8/11, , 57
2018/8/12, , 59
2018/8/13, , 66
2018/8/14, , 64
2018/8/15, , 58
2018/8/16, , 55
2018/8/17, , 54
2018/8/18, , 63
2018/8/19, , 60
2018/8/20, , 59
2018/8/21, , 58
2018/8/22, , 55
2018/8/23, , 66
2017/12/31, , 15
2018/1/24, , 12
2018/1/25, , 33
2018/1/30, , 33
2018/1/31, , 29
2018/2/1, , 20
2017/12/12, , 8
2017/12/18, , 44
2017/2/14, , 21
2017/2/15, , 30
2017/2/19, , 23
2017/2/20, , 30
2015/10/6, , 99
2015/10/7, , 83
2015/10/8, , 86
2015/10/9, , 75
2015/10/10, , 103
2015/10/11, , 78
2015/10/14, , 77
2015/10/15, , 108
2015/10/16, , 66
2015/10/17, , 105
2015/10/18, , 92
2015/10/19, , 90
2015/10/20, , 93
2015/10/21, , 105
2015/10/22, , 65
2015/10/26, , 89
2015/10/28, , 81
2015/10/29, , 88
2015/10/31, , 87
2015/12/3, , 80
2015/12/11, , 64
2015/12/15, , 37
2015/7/16, , 62
2015/7/17, , 63
2015/7/18, , 60
2015/7/19, , 60
2015/7/20, , 59
2015/7/21, , 61
2015/7/22, , 65
2015/7/23, , 71
2015/7/24, , 69
2015/7/25, , 75
2015/7/26, , 71
2015/7/27, , 60
2015/7/28, , 65
2015/7/29, , 66
2015/7/30, , 75
2015/7/31, , 70
2015/8/3, , 64
2015/8/4, , 85
2015/8/5, , 92
2015/8/6, , 76
2015/8/7, , 68
2015/8/10, , 79
2015/8/12, , 68
2015/8/14, , 68
2015/8/20, , 80
2015/8/23, , 80
2015/8/24, , 85
2015/8/25, , 84
2015/8/26, , 77
2015/8/27, , 91
2015/8/28, , 83
2015/9/1, , 79
2015/9/2, , 88
2015/9/3, , 98
2015/9/4, , 81
2015/9/8, , 77
2015/9/9, , 75
2015/9/10, , 87
2015/9/11, , 83
2015/9/12, , 86
2015/9/13, , 80
2015/9/14, , 68
2015/9/15, , 104
2015/9/16, , 81
2015/9/17, , 93
2015/9/18, , 86
2015/9/19, , 86
